refs, miss,rate
1314397185,25683910,"0,019540448118047"
1318300695,25568057,"0,019394707972903"
1311109862,25269995,"0,019273743362324"
1324646190,25470281,"0,019227987965602"
1319141158,25297325,"0,019177117510574"
1327191083,25199933,"0,018987418859866"
1320695282,24088315,"0,018239116417166"
1308294881,19886099,"0,015200012847868"
1304867717,4332872,"0,003320545020427"
1327121962,11777,"8,87409020211814E-06"
1313539458,10350,"7,87947399445385E-06"
1318742370,10306,"7,8150215193283E-06"
