refs, miss,rate
26127742,26124264,"0,999866884784762"
25880274,25878101,"0,999916036437636"
25286648,25275692,"0,999566727863654"
25473243,25467880,"0,999789465361752"
25298795,25295656,"0,999875922944156"
25201062,25195860,"0,999793580127695"
24089327,24079109,"0,999575828747727"
19887090,19862580,"0,99876754215926"
4333861,4272759,"0,985901255254841"
12766,11797,"0,924095253015823"
11339,11334,"0,999559044007408"
11295,11294,"0,999911465250111"
